course_number,title,credit_hours,description,prerequisites,corequisites,level,cross_listings,source_url,source,conflict,conflict_note,credit_min,credit_max,division,department,college,restrictions,course_attributes,core_attributes,term_effective,first_term_listed,first_term_name,last_term_listed,last_term_name,terms_listed_count,currently_listed,catalog_nd_edu_match
CSE 48100,Capstone Research,3,,,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201050,banner,,,3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Majors: Computer Engineering (CPEG) Computer Science (CS) Must be enrolled in one of the following Campuses: Main (M) Must be enrolled in one of the following Classes: Senior (04) Architecture Senior (05),,,200400,200500,Summer Session 2005 (View Only),201050,Year 2010-11 (View Only),24,N,
CSE 48423,iTREDS Capstone Experience,1,1-credit research for students in the iTreds program,,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202610,banner,,,1,1,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) Non-matriculating (NM) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),RSE1 - UG Research RSE1,,202410,202410,Fall Semester 2024 (View Only),202610,Fall Semester 2026,7,Y,exact
CSE 48523,iTREDS Capstone Experience 2,1,2nd capstone experience course for iTreds students,,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202610,banner,,,1,1,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) Non-matriculating (NM) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),,,202420,202420,Spring Semester 2025 (View Only),202610,Fall Semester 2026,6,Y,exact
CSE 48623,iTREDS Capstone Experience 3,2,"3rd capstone experience course for iTreds students ( the sequence - once steady state is reached - will be CSE 48423, 48523, 48623 (resp. 1, 1, 2 credits) )",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202610,banner,,,2,2,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) Non-matriculating (NM) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),,,202420,202420,Spring Semester 2025 (View Only),202610,Fall Semester 2026,6,Y,exact
CSE 48900,Undergraduate Research,0-10,A research project at the undergraduate level under the supervision of a CSE faculty member.,,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=200550,banner,Y,3 catalog versions of CSE 48900 differ by description (term_effective 200400),0,10,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),,,200400,200500,Summer Session 2005 (View Only),200550,Year 2005-06 (View Only),4,N,
CSE 48900,Undergraduate Research,0-10,,,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201250,banner,Y,3 catalog versions of CSE 48900 differ by description (term_effective 200600),0,10,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),ZNBL - Not Publ in Bull.(Adm) ZNBL,,200600,200600,Summer Session 2006 (View Only),201250,Year 2012-13 (View Only),28,N,
CSE 48900,Undergraduate Research,0-10,A research project at the undergraduate level under the supervision of a CSE faculty member.,,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202120,banner,Y,3 catalog versions of CSE 48900 differ by description (term_effective 201300),0,10,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),,,201300,201300,Summer Session 2013 (View Only),202120,Spring Semester 2022 (View Only),33,N,
CSE 48901,Undergraduate Research,0-10,,,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201250,banner,Y,5 catalog versions of CSE 48901 differ by description (term_effective 200400),0,10,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),CPTE - CPEG Technical Elect CPTE Publish in Bulletin ZCAT,,200400,200500,Summer Session 2005 (View Only),201250,Year 2012-13 (View Only),32,N,
CSE 48901,Undergraduate Research,10-Jan,A research project at the undergraduate level under the supervision of a CSE faculty member.,,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201300,banner,Y,5 catalog versions of CSE 48901 differ by description (term_effective 201300),1,10,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),CPTE - CPEG Technical Elect CPTE Publish in Bulletin ZCAT,,201300,201300,Summer Session 2013 (View Only),201300,Summer Session 2013 (View Only),1,N,
CSE 48901,Undergraduate Research,10-Jan,A research project at the undergraduate level under the supervision of a CSE faculty member.,,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201400,banner,Y,5 catalog versions of CSE 48901 differ by description (term_effective 201310),1,10,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),CPTE - CPEG Technical Elect CPTE Publish in Bulletin ZCAT,,201310,201310,Fall Semester 2013 (View Only),201400,Summer Session 2014 (View Only),4,N,
CSE 48901,Undergraduate Research,3-Jan,A research project at the undergraduate level under the supervision of a CSE faculty member.,,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201715,banner,Y,5 catalog versions of CSE 48901 differ by description (term_effective 201410),1,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),CPTE - CPEG Technical Elect CPTE Publish in Bulletin ZCAT,,201410,201410,Fall Semester 2014 (View Only),201715,EMBA Fall 2017 (View Only),15,N,
CSE 48901,Undergraduate Research,4-Jan,A research project at the undergraduate level under the supervision of a CSE faculty member.,,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202610,banner,Y,5 catalog versions of CSE 48901 differ by description (term_effective 201720),1,4,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M) Silicon Valley California (SS),CPTE - CPEG Technical Elect CPTE RSE1 - UG Research RSE1 Publish in Bulletin ZCAT,,201720,201720,Spring Semester 2018 (View Only),202610,Fall Semester 2026,28,Y,exact
CSE 48902,Undergraduate Research,3-Jan,A second research project at the undergraduate level under the supervision of a CSE faculty member,,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202420,banner,,,1,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),CPTE - CPEG Technical Elect CPTE RSE1 - UG Research RSE1,,201920,201920,Spring Semester 2020 (View Only),202420,Spring Semester 2025 (View Only),17,N,
CSE 48999,Research Experience for Undergraduates,0,"This is a zero-credit, ungraded course for students engaged in independent research or working on a special project with a faculty member or a member of the University staff. It is taken as an indication of the student's status. No coursework is required.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202610,banner,,,0,0,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) Non-matriculating (NM) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),,,202500,202500,Summer Session 2025 (View Only),202610,Fall Semester 2026,5,Y,exact
CSE 49899,CSE 40000 Transfer Non-major Elective,0-8,CSE 40000 Transfer Non-major Elective,,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202610,banner,,,0,8,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) Non-matriculating (NM) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),,,202320,202320,Spring Semester 2024 (View Only),202610,Fall Semester 2026,10,Y,
CSE 49901,CSE 30000 Technical Elective,0-8,CSE 40000 Technical Elective,,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202610,banner,,,0,8,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) Non-matriculating (NM) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),,,202320,202320,Spring Semester 2024 (View Only),202610,Fall Semester 2026,10,Y,
CSE 49999,CSE 40000 Transfer Elective,0-8,CSE 40000 Transfer Elective,,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202610,banner,,,0,8,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) Non-matriculating (NM) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),,,202320,202320,Spring Semester 2024 (View Only),202610,Fall Semester 2026,10,Y,
CSE 50501,Transition to Software Design,3,"Intensive introduction to disciplined software construction in Python with an emphasis on testing, version control, readable design, and modest performance analysis. Includes a guided transition to C sufficient to reason about memory and data layout (deeper treatment occurs in Systems). Representative topics. Program structure; unit and property-based testing; Git workflows and CI; APIs and invariants; iterators/generators; error handling and logging; packaging; basic profiling; Python to C interface concepts. Learning outcomes. Students will: ● Work fluently in Linux/Unix: Bash shell, files/permissions, processes/pipes, and core tooling (Git, virtualenv, Make). ● Write idiomatic Python with clear APIs, exceptions, and documentation. ● Use Object Orientated and functional patterns (classes/dataclasses/protocols; higher-order functions, decorators). ● Type and analyze code with typing/mypy and linters. ● Test and automate (unit + property tests, CI). ● Reason about performance and data-structure choices; relate Python behavior to lower-level representations.",,,grad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202610,banner,,,3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) Non-matriculating (NM) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),,,202610,202610,Fall Semester 2026,202610,Fall Semester 2026,1,Y,
CSE 50502,Transition to Data Structures & Algorithms,3,"Discrete foundations and core data structures/algorithms with formal reasoning and empirical validation in Python. Representative topics. Logic and proof (direct, contradiction, induction); asymptotics; recurrences; sorting and selection; lists/queues/stacks; hashing; trees and BSTs; graph representations, BFS/DFS, shortest paths; greedy methods; Union–Find; dynamic programming. Learning outcomes. Students will: ● Prove correctness of basic data structures and algorithms and analyze their complexity. ● Implement canonical structures/algorithms idiomatically in Python and validate them with tests. ● Select appropriate structures/algorithms for a given problem and justify the choice. ● Connect abstract analysis to observed performance.",,,grad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202610,banner,,,3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) Non-matriculating (NM) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),,,202610,202610,Fall Semester 2026,202610,Fall Semester 2026,1,Y,
