course_number,title,credit_hours,description,prerequisites,corequisites,level,cross_listings,source_url,source,conflict,conflict_note,credit_min,credit_max,division,department,college,restrictions,course_attributes,core_attributes,term_effective,first_term_listed,first_term_name,last_term_listed,last_term_name,terms_listed_count,currently_listed,catalog_nd_edu_match
CSE 40171,Introduction to Artificial Intelligence,3,"Artificial Intelligence is a fascinating topic that integrates the basic scientific goal of understanding how minds work with the engineering goal of creating intelligent machines to solve real-world problems. It encompasses a number of fields including computer science, engineering, cognitive psychology, neuroscience, and philosophy. In this course, you will obtain a broad overview of the field of Artificial Intelligence (AI), including its historical and philosophical foundations, classical and contemporary approaches, cognitive systems, and recent trends and applications. Some (out of the many) things you will learn includes how to design computers to play chess intelligently, to understand human language, to recognize handwriting, to detect plagiarism, to solve complex puzzles, to make difficult decisions with imperfect information, to plan for the future, to store and retrieve memories like humans, and to learn from experience.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201920,banner,Y,2 catalog versions of CSE 40171 differ by title/description (term_effective 200400),3,3,Undergraduate,Computer Science and Engr.,College of Engineering,"Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Fields of Study (Major, Minor or Concentration): Computer Engineering (CPEG) Computer Science (CS) Must be enrolled in one of the following Campuses: Main (M) Must be enrolled in one of the following Classes: Senior (04)",,,200400,200500,Summer Session 2005 (View Only),201920,Spring Semester 2020 (View Only),59,N,
CSE 40171,AI and Social Good,3,"To reap the benefits of innovations stemming from AI, there will also have to be a framework that demonstrates alignment with societal needs and grand challenge problems, algorithmic and data responsibility, and knowledge of and compliance with best practices, coupled with a human-driven value system of sound judgment. This course will provide a foundation for Artificial Intelligence on concepts in machine learning and deep learning, decision making, and agents. In addition, the course will incorporate a discussion on ethics through reviews, discussions, and invited speakers. Utilizing an experiential learning framework, this course will involve applications of AI methods to social good problem spaces through a class project. This course will be a mix of lectures, seminars, and experiential learning opportunities. The course is open to both upper-level undergraduate and graduate students. However, it is an expectation that the graduate students will have an additional set of assignments, including a literature review paper. The graduate students will be encouraged to incorporate their research interests, as applicable, in development of their class projects.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202610,banner,Y,2 catalog versions of CSE 40171 differ by title/description (term_effective 202000),3,3,Undergraduate,Computer Science and Engr.,College of Engineering,"Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Fields of Study (Major, Minor or Concentration): Computer Engineering (CPEG) Computer Science (CS) Must be enrolled in one of the following Campuses: Main (M) Must be enrolled in one of the following Classes: Senior (04)",,,202000,202000,Summer Session 2020 (View Only),202610,Fall Semester 2026,21,Y,exact
CSE 40175,Ethical and Professional Issues,3,"This course seeks to develop a solid foundation for reasoning about ethical, professional, and social issues that arise in the context of computer science and engineering. Emphasis is placed on identifying appropriate legal, professional and moral contexts and on applying sound critical thinking skills to a problem. Topics covered include professional codes of ethics, safety-critical systems, whistle blowing, privacy and surveillance, freedom of speech, intellectual property, and cross-cultural issues. This course relies heavily on case studies of real-world incidents.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202610,banner,,,3,3,Undergraduate,Computer Science and Engr.,College of Engineering,"Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Graduate (GR) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Fields of Study (Major, Minor or Concentration): Computer Engineering (CPEG) Computer Science (CS) Must be enrolled in one of the following Campuses: Main (M) Must be enrolled in one of the following Classes: Senior (04)",,,200420,200500,Summer Session 2005 (View Only),202610,Fall Semester 2026,80,Y,exact
CSE 40176,The Archaeology of Hacking,3,"""Hacking"" is one of the most pressing topics of technological and societal interest. Yet, it is one of the most misunderstood and mischaracterized practices in the public sphere, given its ethical and technical complexities. In this course we will combine anthropological and computer science methods to explore the digital tools, practices, and sociocultural histories of hacking with a focus on their context of occurrence from the late 1960s to the present. Our goal is to help students think anthropologically about computing as well as technically about the digital mediations that we depend on in our lives. This is a proposed integration course, and will be cross listed between Computer Science and Engineering and Anthropology. See the detailed proposal submitted with this form.",,,undergrad,cross listed between Computer Science and Engineering and Anthropology,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202610,banner,,,3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),,,202210,202210,Fall Semester 2022 (View Only),202610,Fall Semester 2026,14,Y,exact
CSE 40222,Blockchain,3,"This course discusses foundational principles of blockchain technology (consensus mechanisms, decentralized trust-free systems, immutability). Notable applications of blockchain technology will be discussed (e.g., digital currency, credentialing, digital contracts, distributed applications) and students will gain working familiarity with software tools, libraries, and APIs that are used to implement blockchains of different types.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202420,banner,,,3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),,,201820,201820,Spring Semester 2019 (View Only),202420,Spring Semester 2025 (View Only),20,N,
CSE 40232,Software Engineering,3,"Software engineering is an engineering discipline that is concerned with all aspects of producing high-quality, cost-effective, and maintainable software systems. This course provides an introduction to the most important tasks of a software engineer: requirements engineering, software design, implementation and testing, documentation, and project management. A medium-scale design project combined with individual assignments complement the lectures.",( Computer Science and Engr. 30331 OR Computer Science and Engr. 34331 ),,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202610,banner,,,3,3,Undergraduate,Computer Science and Engr.,College of Engineering,"Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Fields of Study (Major, Minor or Concentration): Computer Engineering (CPEG) Computer Science (CS) Must be enrolled in one of the following Campuses: Main (M) Must be enrolled in one of the following Classes: Junior (03) Senior (04)",,,200400,200500,Summer Session 2005 (View Only),202610,Fall Semester 2026,80,Y,exact
CSE 40236,Optimization for Big Data Applications,3,"Large complex systems can be modeled using the discoverable relationships and constraints amongst their derived big data sets. Engineers and decision makers may wish to identify designs and actions that yield optimal outcomes for those systems. The course will introduce the student to methods used to formulate and solve big data optimizations: linear, integer, and nonlinear systems, especially constrained systems. The course will include readings about cases studies and use several open source and commercial packages to solve representative problems.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202420,banner,,,3,3,Undergraduate,Computer Science and Engr.,College of Engineering,"Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Architecture (GA) Graduate Non-Degree (GD) Graduate (GR) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Fields of Study (Major, Minor or Concentration): Computer Engineering (CPEG) Computer Science (CS) Must be enrolled in one of the following Campuses: Main (M) Must be enrolled in one of the following Classes: Senior (04)",,,201610,201610,Fall Semester 2016 (View Only),202420,Spring Semester 2025 (View Only),30,N,
CSE 40239,Simulation & Modeling,3,Instructor: Madey,Mathematics 30530,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201150,banner,,,3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),,,200400,200500,Summer Session 2005 (View Only),201150,Year 2011-12 (View Only),28,N,
CSE 40243,Compilers,3,"An introduction to the fundamental techniques and tools used in compiler construction. Topics include high-level language specification via context-free grammars; lexical analysis; parsing techniques such as top-down, bottom-up, and LR parsing; run-time environments; and code generation.",( Computer Science and Engr. 30331 OR Computer Science and Engr. 34331 ),,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201600,banner,Y,2 catalog versions of CSE 40243 differ by title/description (term_effective 200400),3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),,,200400,200500,Summer Session 2005 (View Only),201600,Summer Session 2016 (View Only),45,N,
CSE 40243,Compilers and Language Design,3,"Compilers is a challenging and fun course for students who are planning a career in advanced software development. In this class, students will design and implement a complete compiler for a C-like language from top to bottom. The course brings together many different elements of computer science, ranging from the theoretical (formal grammar classes) to the very practical (x86 assembly language) with a pinch of software engineering in the middle. After completing the course, you will be able to write programs that manipulate computer languages in different ways, ranging from simple interactive calculators to programs that translate one language to another. Students completing the course may also experience some side effects: (1) You will learn how to use pointers really well. (2) You will gain experience in engineering a complex piece of software including revision control, testing, and evolution. (3) You will understand the C language inside and out, which will make you a better programmer all around.",( Computer Science and Engr. 30331 OR Computer Science and Engr. 34331 ),,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202610,banner,Y,2 catalog versions of CSE 40243 differ by title/description (term_effective 201610),3,3,Undergraduate,Computer Science and Engr.,College of Engineering,"Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Fields of Study (Major, Minor or Concentration): Computer Engineering (CPEG) Computer Science (CS) Must be enrolled in one of the following Campuses: Main (M) Must be enrolled in one of the following Classes: Senior (04)",,,201610,201610,Fall Semester 2016 (View Only),202610,Fall Semester 2026,35,Y,exact
CSE 40244,Introduction to System Admin.,3,Instructor: Freeland,Computer Science and Engr. 30341,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201550,banner,,,3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Majors: Computer Engineering (CPEG) Computer Science (CS) Must be enrolled in one of the following Campuses: Main (M) Must be enrolled in one of the following Classes: Senior (04),,,200400,200500,Summer Session 2005 (View Only),201550,Year 2015-16 (View Only),44,N,
CSE 40247,Computing in Spaceflight,3,"NASA has never made a request of the computing industry that cannot be realized with current state-of-the-art technology. However, computer scientists and engineers have adapted their design practices to meet the challenges of spaceflight. In this course, students will learn how those adaptations contributed to innovations in computing in space and on Earth. They will survey legacy spaceflight computing systems, modern systems for supporting manned spaceflight, and incident reports. Then, students will learn about High-Performance Space Computing (HPSC) design principles, including fault tolerance, radiation hardening, demand for onboard computing resources, complete platform security, and adoption of industrial standards for project development, and their applications in space environments.",Computer Science and Engr. 30321,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202610,banner,,,3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) Non-matriculating (NM) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),,,202520,202520,Spring Semester 2026 (View Only),202610,Fall Semester 2026,3,Y,exact
CSE 40258,Network Management,3,Instructor: Freeland,,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201250,banner,,,3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),,,200400,200500,Summer Session 2005 (View Only),201250,Year 2012-13 (View Only),32,N,
CSE 40277,Applied Pattern Recognition,3,"Pattern recognition is defined as the assignment of a label to a given value. Pattern recognition techniques are used in a number of applications, including biometrics, document analysis, image analysis, and event classification. This course will introduce the fundamentals of pattern recognition with a primary focus on statistical based techniques and their application to various problem domains. Methods for analyzing multi-dimensional data of different types and scales along with algorithms for projection, dimensionality reduction, clustering, and classification of data will be discussed. The overall goals of this course are to understand the process of pattern recognition as well as the limitations of various methods. The course objectives include to provide students with the scientific foundations needed to design, implement, and evaluate an automated pattern classification system. Prior experience with Matlab is assumed.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202100,banner,,,3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Architecture (GA) Graduate Non-Degree (GD) Graduate (GR) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),,,201320,201320,Spring Semester 2014 (View Only),202100,Summer Session 2021 (View Only),29,N,
CSE 40287,Agile Team Software Project,3,"The Team Software Project is a course where students work on a semester long project in small teams following rigorous Agile software development practices. The course highlights different aspects of software development like software requirements engineering, software design, backlog management, process evaluation and software quality.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202420,banner,,,3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),,,201820,201820,Spring Semester 2019 (View Only),202420,Spring Semester 2025 (View Only),20,N,
CSE 40317,Online Alg. for Comp. Fin.,3,Instructor: Chaudary,,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201150,banner,,,3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Graduate (GR) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),,,200620,200620,Spring Semester 2007 (View Only),201150,Year 2011-12 (View Only),22,N,
CSE 40322,Computer Architecture II,4,"Detailed study of processor design, hardwired and microprogrammed control, pipelining, memory organization, I/O and bus protocols, parallel processors. The course makes extensive use of commercial computer-aided-design tools and culminates with a major project of designing and simulating a complete microprocessor.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201700,banner,,,4,4,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Architecture (GA) Graduate Non-Degree (GD) Graduate (GR) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),,,201120,201120,Spring Semester 2012 (View Only),201700,Summer Session 2017 (View Only),24,N,
CSE 40333,Mobile Application Development,3,"This course will provide comprehensive project experience in development of mobile applications on two software platforms: iPhone OS and Android. Students will receive intensive tutorial introductions to each platform, covering hardware capabilities and limitations, the development environment, and the communications infrastructure available on campus to support networking. A few programming exercises will be assigned so that students can demonstrate basic development proficiency. The remainder of the course will be devoted to project work. Students will then develop project concepts. These concepts, along with others supplied by the instructors and other interested parties, will be assessed by teams of three students and one concept per team will be chosen for development. Development activity will include generation of design documentation, including specifications, UI mockups, state diagrams for execution and communications, presentations, and reports at various stages. During the development phase, teams will meet at least weekly with the instructors and with stakeholders acting as simulated ""venture capitalists"" funding the work. These meetings will involve a briefing of project status as well as demonstrations, interactions, etc. Each of these interactions will be graded. At the end of the semester, student projects will be evaluated by a jury and a suitable prize will be awarded to the project judged best in quality.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201210,banner,Y,3 catalog versions of CSE 40333 differ by title/description (term_effective 200920),3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Campuses: Main (M),,,200920,200920,Spring Semester 2010 (View Only),201210,Fall Semester 2012 (View Only),12,N,
CSE 40333,Mobile Application Projects,3,"This course will provide comprehensive project experience in development of mobile applications on the Android platform. Students will receive intensive tutorial introductions, covering hardware capabilities and limitations, the development environment, and the communications infrastructure available on campus to support networking. A few programming exercises will be assigned so that students can demonstrate basic development proficiency. The remainder of the course will be devoted to project work. The project concepts will be developed by students based on open problems posed by the instructor. Teams of three students will work on each project concept taking it from ideation to development. Development activity will include generation of design documentation, including specifications, UI mockups, state diagrams for execution and communications, presentations, and reports at various stages. At the conclusion of the course, students will demonstrate their solutions to public at an TBD event on campus.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202010,banner,Y,3 catalog versions of CSE 40333 differ by title/description (term_effective 201220),3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Campuses: Main (M),,,201220,201220,Spring Semester 2013 (View Only),202010,Fall Semester 2020 (View Only),31,N,
CSE 40333,Mobile Application Design,3,"In this course, students will learn about the mobile application design process, from application conception to end-user interactions. Students will design, implement, and debug/test applications for mobile devices and make use of the many capabilities these modern devices have to produce creative solutions to everyday challenges. A combination of readings, class discussions and hands-on application development will be used to provide a thorough understanding of mobile application design, with a particular emphasis on the various development stages of a semester-long team-based project. Students will create a mobile application with a specific end-user in mind. Examples include the use of smartphones for mHealth (mobile health) applications, location-based services, and/or the remote monitoring of critical infrastructure. The design process will have students identify their intended end-user, create schematics/wireframes based on user interviews, develop/debug/test their mobile application, integrate UI/UX design tools/techniques, as well as perform all necessary application evaluations and documentation. Finally, all teams will present their completed mobile applications in the culmination of this class.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202610,banner,Y,3 catalog versions of CSE 40333 differ by title/description (term_effective 202020),3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Campuses: Main (M),,,202020,202020,Spring Semester 2021 (View Only),202610,Fall Semester 2026,19,Y,exact
CSE 40337,Dependable Systems,3,,,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201050,banner,,,3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Graduate (GR) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),,,200910,200910,Fall Semester 2009 (View Only),201050,Year 2010-11 (View Only),7,N,
CSE 40348,Emerging Interactive Technologies,3,"This course offers instruction in developing cutting-edge interactive technologies, exploring the underlying engineering principles, and tracing their evolution over time. Students work in a studio format, dedicating extended periods to building both software and hardware prototypes. Topics include interactive technologies such as multi-touch, augmented reality, haptics, wearables, and shape-changing interfaces. Through a group project, students create their own interactive hardware/software prototypes and present them in a live demo at the end of the term.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202610,banner,,,3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) Non-matriculating (NM) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),,,202510,202510,Fall Semester 2025 (View Only),202610,Fall Semester 2026,4,Y,exact
CSE 40367,Introduction to Digital Forensics,3,"This course will provide students with an introduction to digital forensic science and the systematic process of acquiring, authenticating and analyzing digital evidence. We will concentrate on understanding how computer technology creates electronic evidence and how it is stored. Technical and managerial topics will be explored, providing students with both theoretical and practical experience using forensic hardware and software. Students will learn about and use forensics software/tool kits to analyze and recover potential evidence in file systems, memory, registry, networks, browsers, email, and mobile devices. Upon completion of this course, students are expected to be well trained as next-generation computer crime investigators and be prepared for active research at the forefront in the areas studied.",Computer Science and Engr. 30341,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202300,banner,,,3,3,Undergraduate,Computer Science and Engr.,College of Engineering,"Must be enrolled in one of the following Levels: Employee Non-Degree (EM) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Fields of Study (Major, Minor or Concentration): Computer Engineering (CPEG) Computer Science (CS) Must be enrolled in one of the following Campuses: Main (M) Must be enrolled in one of the following Classes: Senior (04)",,,201320,201320,Spring Semester 2014 (View Only),202300,Summer Session 2023 (View Only),35,N,
CSE 40373,Multimedia Systems,3,Instructor: Chandra,,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201150,banner,Y,2 catalog versions of CSE 40373 differ by title/description (term_effective 200610),3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Graduate (GR) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M) Cannot be enrolled in one of the following Classes: Freshman (01) Sophomore (02) Junior (03),ZNBL - Not Publ in Bull.(Adm) ZNBL,,200610,200610,Fall Semester 2006 (View Only),201150,Year 2011-12 (View Only),23,N,
CSE 40373,Embedded System Development,3,"This course will focus on sophisticated embedded system development across avariety of platforms and hardware. Concepts to be covered include sensing, actuation, fault tolerance, networking, security, and timeliness with particular consideration to the challenges posed with embedded systems limitations including size, weight, power, and cost. Development will involve extensive use of C, Python, shell scripting, and network interactions with experience in C programming being essential. The class will culminate in a final project leveraging extensive use of the aforementioned concepts and development tools.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202610,banner,Y,2 catalog versions of CSE 40373 differ by title/description (term_effective 202320),3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Holy Cross College (HC) Non-matriculating (NM) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),,,202320,202320,Spring Semester 2024 (View Only),202610,Fall Semester 2026,10,Y,exact
CSE 40391,Linear Progr. & Algor.,3,,Computer Science and Engr. 40113 AND Mathematics 20580,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201550,banner,,,3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Graduate (GR) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),,,200720,200720,Spring Semester 2008 (View Only),201550,Year 2015-16 (View Only),34,N,
CSE 40411,Automata,3,"The theory of automata and formal languages is developed along with applications. Various classes of automata, formal languages, and the relations between these classes are studied. Restricted models of computation; finite automata and pushdown automata; grammars and their relations to automata; parsing; turing machines; limits of computation: undecidable problems, the classes of P and NP.",( Computer Science and Engr. 30331 OR Computer Science and Engr. 331 ),,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=200650,banner,,,3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),,,200500,200500,Summer Session 2005 (View Only),200650,Year 2006-07 (View Only),8,N,
CSE 40416,System Interface Design,3,"This course will focus on the interface to computing systems, in particular with respect to multi-sensory input / output through direct experience in laboratory and project activities. Specific interfaces to be covered include traditional graphical user interface (GUI) design, visualization via specialized controls (network graphs, virtual worlds), multimedia (audio, video), and sensory input / output (motion capture, multi-touch, etc.). Further topics include exploration of the effects of scaling / networking on responsiveness, exposure to multiple design choices (web, framework, native), and exposure to multiple contemporary programming languages.",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201700,banner,,,3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Non-Degree (GD) Graduate (GR) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M),,,200910,200910,Fall Semester 2009 (View Only),201700,Summer Session 2017 (View Only),33,N,
CSE 40422,Computer System Design,3,Instructor: Striegel,Computer Science and Engr. 30322,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=201550,banner,,,3,3,Undergraduate,Computer Science and Engr.,College of Engineering,Must be enrolled in one of the following Levels: Employee Non-Degree (EM) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Campuses: Main (M) Must be enrolled in one of the following Classes: Senior (04),,,200400,200500,Summer Session 2005 (View Only),201550,Year 2015-16 (View Only),44,N,
CSE 40424,Human Computer Interaction,3,"You will engage in an in-depth exploration of the field of Human-Computer Interaction (HCI) including its history, goals, principles, methodologies, successes, failures, open problems, and emerging areas. Broad topics include theories of interaction (e.g., conceptual models, stages of execution, error analysis, constraints, memory by affordances), design methods (e.g., user-centered design, task analysis, prototyping tools), visual design principles (e.g., visual communication, digital typography, color, motion), evaluation techniques (e.g., heuristic evaluations, model-based evaluations), and emerging topics (e.g., affective computing, natural user interfaces, brain-computer interfaces).",,,undergrad,,https://bxeregprod.oit.nd.edu/StudentRegistration/ssb/courseSearchResults/courseSearchResults?txt_subject=CSE&txt_term=202610,banner,,,3,3,Undergraduate,Computer Science and Engr.,College of Engineering,"Must be enrolled in one of the following Levels: Employee Non-Degree (EM) Graduate Architecture (GA) Graduate Non-Degree (GD) Graduate (GR) Holy Cross College (HC) St. Mary's College (SM) Undergraduate Non-Degree (UD) Undergraduate (UG) Must be enrolled in one of the following Fields of Study (Major, Minor or Concentration): Computer Engineering (CPEG) Computer Science (CS) Must be enrolled in one of the following Campuses: Main (M) Must be enrolled in one of the following Classes: Junior (03) Senior (04)",,,201210,201210,Fall Semester 2012 (View Only),202610,Fall Semester 2026,51,Y,exact
